GL_account,GL_account_description,account_id,partition_ledger_year_month,amount_usd
112010,JP Morgan USD A/C - SGD,1107820,201702,0
112010,JP Morgan USD A/C - SGD,1107820,201703,0
112010,JP Morgan USD A/C - SGD,1107820,201704,-479065.1
112010,JP Morgan USD A/C - SGD,1107820,201705,0
112010,JP Morgan USD A/C - SGD,1107820,201706,-1204584.95
112010,JP Morgan USD A/C - SGD,1107820,201707,0
112010,JP Morgan USD A/C - SGD,1107820,201708,-826643.4
112010,JP Morgan USD A/C - SGD,1107820,201709,0
112010,JP Morgan USD A/C - SGD,1107820,201710,-45649.89
112010,JP Morgan USD A/C - SGD,1107820,201711,0
112010,JP Morgan USD A/C - SGD,1107820,201712,-736.48
112010,JP Morgan USD A/C - SGD,1107820,201801,0
112010,JP Morgan USD A/C - SGD,1107820,201802,0
112010,JP Morgan USD A/C - SGD,1107820,201803,-901172.16
112010,JP Morgan USD A/C - SGD,1107820,201804,-63107.16
112010,JP Morgan USD A/C - SGD,1107820,201805,0
112010,JP Morgan USD A/C - SGD,1107820,201806,-291201.71
112010,JP Morgan USD A/C - SGD,1107820,201807,0
112010,JP Morgan USD A/C - SGD,1107820,201808,-851395.31
112010,JP Morgan USD A/C - SGD,1107820,201809,0
112010,JP Morgan USD A/C - SGD,1107820,201810,-51555.99
112010,JP Morgan USD A/C - SGD,1107820,201811,-4645.29
112010,JP Morgan USD A/C - SGD,1107820,201812,0
112010,JP Morgan USD A/C - SGD,1107820,201901,-665.15
112010,JP Morgan USD A/C - SGD,1107820,201902,-620.85
112010,JP Morgan USD A/C - SGD,1107820,201903,0
112010,JP Morgan USD A/C - SGD,1107820,201904,0
112010,JP Morgan USD A/C - SGD,1107820,201905,0
112010,JP Morgan USD A/C - SGD,1107820,201906,-1685293.68
112010,JP Morgan USD A/C - CAD,1107835,201501,-15228.41
112010,JP Morgan USD A/C - CAD,1107835,201502,0
112010,JP Morgan USD A/C - CAD,1107835,201503,0
112010,JP Morgan USD A/C - CAD,1107835,201504,0
112010,JP Morgan USD A/C - CAD,1107835,201505,0
112010,JP Morgan USD A/C - CAD,1107835,201506,0
112010,JP Morgan USD A/C - CAD,1107835,201507,0
112010,JP Morgan USD A/C - CAD,1107835,201508,0
112010,JP Morgan USD A/C - CAD,1107835,201509,0
112010,JP Morgan USD A/C - CAD,1107835,201510,0
112010,JP Morgan USD A/C - CAD,1107835,201511,0
112010,JP Morgan USD A/C - CAD,1107835,201512,0
112010,JP Morgan USD A/C - CAD,1107835,201601,0
112010,JP Morgan USD A/C - CAD,1107835,201602,0
112010,JP Morgan USD A/C - CAD,1107835,201603,0
112010,JP Morgan USD A/C - CAD,1107835,201604,0
112010,JP Morgan USD A/C - CAD,1107835,201605,0
112010,JP Morgan USD A/C - CAD,1107835,201606,0
112010,JP Morgan USD A/C - CAD,1107835,201607,0
112010,JP Morgan USD A/C - CAD,1107835,201608,0
112010,JP Morgan USD A/C - CAD,1107835,201609,0
112010,JP Morgan USD A/C - CAD,1107835,201610,0
112010,JP Morgan USD A/C - CAD,1107835,201611,0
112010,JP Morgan USD A/C - CAD,1107835,201612,0
112010,JP Morgan USD A/C - CAD,1107835,201701,0
112010,JP Morgan USD A/C - CAD,1107835,201702,0
112010,JP Morgan USD A/C - CAD,1107835,201703,0
112010,JP Morgan USD A/C - CAD,1107835,201704,0
112010,JP Morgan USD A/C - CAD,1107835,201705,0
112010,JP Morgan USD A/C - CAD,1107835,201706,0
112010,JP Morgan USD A/C - CAD,1107835,201707,0
112010,JP Morgan USD A/C - CAD,1107835,201708,0
112010,JP Morgan USD A/C - CAD,1107835,201709,0
112010,JP Morgan USD A/C - CAD,1107835,201710,0
112010,JP Morgan USD A/C - CAD,1107835,201711,0
112010,JP Morgan USD A/C - CAD,1107835,201712,0
112010,JP Morgan USD A/C - CAD,1107835,201801,0
112010,JP Morgan USD A/C - CAD,1107835,201802,0
112010,JP Morgan USD A/C - CAD,1107835,201803,0
112010,JP Morgan USD A/C - CAD,1107835,201804,0
112010,JP Morgan USD A/C - CAD,1107835,201805,0
112010,JP Morgan USD A/C - CAD,1107835,201806,0
112010,JP Morgan USD A/C - CAD,1107835,201807,0
112010,JP Morgan USD A/C - CAD,1107835,201808,0
112010,JP Morgan USD A/C - CAD,1107835,201809,0
112010,JP Morgan USD A/C - CAD,1107835,201810,0
112010,JP Morgan USD A/C - CAD,1107835,201811,0
112010,JP Morgan USD A/C - CAD,1107835,201812,0
112010,JP Morgan USD A/C - CAD,1107835,201901,0
112010,JP Morgan USD A/C - CAD,1107835,201902,0
112010,JP Morgan USD A/C - CAD,1107835,201903,0
112010,JP Morgan USD A/C - CAD,1107835,201904,0
112010,JP Morgan USD A/C - CAD,1107835,201905,0
112010,JP Morgan USD A/C - CAD,1107835,201906,0
112010,JP Morgan USD A/C - EUR,1107836,201501,0
112010,JP Morgan USD A/C - EUR,1107836,201502,0
112010,JP Morgan USD A/C - EUR,1107836,201503,0
112010,JP Morgan USD A/C - EUR,1107836,201504,0
112010,JP Morgan USD A/C - EUR,1107836,201505,0
112010,JP Morgan USD A/C - EUR,1107836,201506,0
112010,JP Morgan USD A/C - EUR,1107836,201507,0
112010,JP Morgan USD A/C - EUR,1107836,201508,0
112010,JP Morgan USD A/C - EUR,1107836,201509,0
112010,JP Morgan USD A/C - EUR,1107836,201510,0
112010,JP Morgan USD A/C - EUR,1107836,201511,0
112010,JP Morgan USD A/C - EUR,1107836,201512,0
112010,JP Morgan USD A/C - EUR,1107836,201601,0
112010,JP Morgan USD A/C - EUR,1107836,201602,0
112010,JP Morgan USD A/C - EUR,1107836,201603,0
112010,JP Morgan USD A/C - EUR,1107836,201604,0
112010,JP Morgan USD A/C - EUR,1107836,201605,0
112010,JP Morgan USD A/C - EUR,1107836,201606,0
112010,JP Morgan USD A/C - EUR,1107836,201607,0
112010,JP Morgan USD A/C - EUR,1107836,201608,0
112010,JP Morgan USD A/C - EUR,1107836,201609,0
112010,JP Morgan USD A/C - EUR,1107836,201610,0
112010,JP Morgan USD A/C - EUR,1107836,201611,0
112010,JP Morgan USD A/C - EUR,1107836,201612,0
112010,JP Morgan USD A/C - EUR,1107836,201701,0
112010,JP Morgan USD A/C - EUR,1107836,201702,0
112010,JP Morgan USD A/C - EUR,1107836,201703,0
112010,JP Morgan USD A/C - EUR,1107836,201704,0
112010,JP Morgan USD A/C - EUR,1107836,201705,0
112010,JP Morgan USD A/C - EUR,1107836,201706,0
112010,JP Morgan USD A/C - EUR,1107836,201707,0
112010,JP Morgan USD A/C - EUR,1107836,201708,0
112010,JP Morgan USD A/C - EUR,1107836,201709,0
112010,JP Morgan USD A/C - EUR,1107836,201710,0
112010,JP Morgan USD A/C - EUR,1107836,201711,0
112010,JP Morgan USD A/C - EUR,1107836,201712,0
112010,JP Morgan USD A/C - EUR,1107836,201801,0
112010,JP Morgan USD A/C - EUR,1107836,201802,0
112010,JP Morgan USD A/C - EUR,1107836,201803,0
112010,JP Morgan USD A/C - EUR,1107836,201804,0
112010,JP Morgan USD A/C - EUR,1107836,201805,0
112010,JP Morgan USD A/C - EUR,1107836,201806,0
112010,JP Morgan USD A/C - EUR,1107836,201807,0
112010,JP Morgan USD A/C - EUR,1107836,201808,0
112010,JP Morgan USD A/C - EUR,1107836,201809,0
112010,JP Morgan USD A/C - EUR,1107836,201810,0
112010,JP Morgan USD A/C - EUR,1107836,201811,0
112010,JP Morgan USD A/C - EUR,1107836,201812,0
112010,JP Morgan USD A/C - EUR,1107836,201901,0
112010,JP Morgan USD A/C - EUR,1107836,201902,0
112010,JP Morgan USD A/C - EUR,1107836,201903,0
112010,JP Morgan USD A/C - EUR,1107836,201904,0
112010,JP Morgan USD A/C - EUR,1107836,201905,0
112010,JP Morgan USD A/C - EUR,1107836,201906,0
112010,JP Morgan USD A/C - KRW,1107839,201501,0
112010,JP Morgan USD A/C - KRW,1107839,201502,0
112010,JP Morgan USD A/C - KRW,1107839,201503,0
112010,JP Morgan USD A/C - KRW,1107839,201504,0
112010,JP Morgan USD A/C - KRW,1107839,201505,0
112010,JP Morgan USD A/C - KRW,1107839,201506,0
112010,JP Morgan USD A/C - KRW,1107839,201507,0
112010,JP Morgan USD A/C - KRW,1107839,201508,0
112010,JP Morgan USD A/C - KRW,1107839,201509,0
112010,JP Morgan USD A/C - KRW,1107839,201510,0
112010,JP Morgan USD A/C - KRW,1107839,201511,0
112010,JP Morgan USD A/C - KRW,1107839,201512,0
112010,JP Morgan USD A/C - KRW,1107839,201601,0
112010,JP Morgan USD A/C - KRW,1107839,201602,0
112010,JP Morgan USD A/C - KRW,1107839,201603,0
112010,JP Morgan USD A/C - KRW,1107839,201604,0
112010,JP Morgan USD A/C - KRW,1107839,201605,0
112010,JP Morgan USD A/C - KRW,1107839,201606,0
112010,JP Morgan USD A/C - KRW,1107839,201607,0
112010,JP Morgan USD A/C - KRW,1107839,201608,0
112010,JP Morgan USD A/C - KRW,1107839,201609,0
112010,JP Morgan USD A/C - KRW,1107839,201610,0
112010,JP Morgan USD A/C - KRW,1107839,201611,0
112010,JP Morgan USD A/C - KRW,1107839,201612,0
112010,JP Morgan USD A/C - KRW,1107839,201701,0
112010,JP Morgan USD A/C - KRW,1107839,201702,0
112010,JP Morgan USD A/C - KRW,1107839,201703,0
112010,JP Morgan USD A/C - KRW,1107839,201704,0
112010,JP Morgan USD A/C - KRW,1107839,201705,0
112010,JP Morgan USD A/C - KRW,1107839,201706,0
112010,JP Morgan USD A/C - KRW,1107839,201707,0
112010,JP Morgan USD A/C - KRW,1107839,201708,0
112010,JP Morgan USD A/C - KRW,1107839,201709,0
112010,JP Morgan USD A/C - KRW,1107839,201710,0
112010,JP Morgan USD A/C - KRW,1107839,201711,0
112010,JP Morgan USD A/C - KRW,1107839,201712,0
112010,JP Morgan USD A/C - KRW,1107839,201801,0
112010,JP Morgan USD A/C - KRW,1107839,201802,0
112010,JP Morgan USD A/C - KRW,1107839,201803,0
112010,JP Morgan USD A/C - KRW,1107839,201804,0
112010,JP Morgan USD A/C - KRW,1107839,201805,0
112010,JP Morgan USD A/C - KRW,1107839,201806,0
112010,JP Morgan USD A/C - KRW,1107839,201807,0
112010,JP Morgan USD A/C - KRW,1107839,201808,0
112010,JP Morgan USD A/C - KRW,1107839,201809,0
112010,JP Morgan USD A/C - KRW,1107839,201810,0
112010,JP Morgan USD A/C - KRW,1107839,201811,0
112010,JP Morgan USD A/C - KRW,1107839,201812,0
112010,JP Morgan USD A/C - KRW,1107839,201901,0
112010,JP Morgan USD A/C - KRW,1107839,201902,0
112010,JP Morgan USD A/C - KRW,1107839,201903,0
112010,JP Morgan USD A/C - KRW,1107839,201904,0
112010,JP Morgan USD A/C - KRW,1107839,201905,0
112010,JP Morgan USD A/C - KRW,1107839,201906,0
112010,JP Morgan USD A/C - NOK,1107840,201501,0
112010,JP Morgan USD A/C - NOK,1107840,201502,0
112010,JP Morgan USD A/C - NOK,1107840,201503,0
112010,JP Morgan USD A/C - NOK,1107840,201504,0
112010,JP Morgan USD A/C - NOK,1107840,201505,0
112010,JP Morgan USD A/C - NOK,1107840,201506,0
112010,JP Morgan USD A/C - NOK,1107840,201507,0
112010,JP Morgan USD A/C - NOK,1107840,201508,0
112010,JP Morgan USD A/C - NOK,1107840,201509,0
112010,JP Morgan USD A/C - NOK,1107840,201510,0
112010,JP Morgan USD A/C - NOK,1107840,201511,0
112010,JP Morgan USD A/C - NOK,1107840,201512,0
112010,JP Morgan USD A/C - NOK,1107840,201601,0
112010,JP Morgan USD A/C - NOK,1107840,201602,0
112010,JP Morgan USD A/C - NOK,1107840,201603,0
112010,JP Morgan USD A/C - NOK,1107840,201604,0
112010,JP Morgan USD A/C - NOK,1107840,201605,0
112010,JP Morgan USD A/C - NOK,1107840,201606,0
112010,JP Morgan USD A/C - NOK,1107840,201607,0
112010,JP Morgan USD A/C - NOK,1107840,201608,0
112010,JP Morgan USD A/C - NOK,1107840,201609,0
112010,JP Morgan USD A/C - NOK,1107840,201610,0
112010,JP Morgan USD A/C - NOK,1107840,201611,0
112010,JP Morgan USD A/C - NOK,1107840,201612,0
112010,JP Morgan USD A/C - NOK,1107840,201701,0
112010,JP Morgan USD A/C - NOK,1107840,201702,0
112010,JP Morgan USD A/C - NOK,1107840,201703,0
112010,JP Morgan USD A/C - NOK,1107840,201704,0
112010,JP Morgan USD A/C - NOK,1107840,201705,0
112010,JP Morgan USD A/C - NOK,1107840,201706,0
112010,JP Morgan USD A/C - NOK,1107840,201707,0
112010,JP Morgan USD A/C - NOK,1107840,201708,0
112010,JP Morgan USD A/C - NOK,1107840,201709,0
112010,JP Morgan USD A/C - NOK,1107840,201710,0
112010,JP Morgan USD A/C - NOK,1107840,201711,0
112010,JP Morgan USD A/C - NOK,1107840,201712,0
112010,JP Morgan USD A/C - NOK,1107840,201801,0
112010,JP Morgan USD A/C - NOK,1107840,201802,0
112010,JP Morgan USD A/C - NOK,1107840,201803,0
112010,JP Morgan USD A/C - NOK,1107840,201804,0
112010,JP Morgan USD A/C - NOK,1107840,201805,0
112010,JP Morgan USD A/C - NOK,1107840,201806,0
112010,JP Morgan USD A/C - NOK,1107840,201807,0
112010,JP Morgan USD A/C - NOK,1107840,201808,0
112010,JP Morgan USD A/C - NOK,1107840,201809,0
112010,JP Morgan USD A/C - NOK,1107840,201810,0
112010,JP Morgan USD A/C - NOK,1107840,201811,0
112010,JP Morgan USD A/C - NOK,1107840,201812,0
112010,JP Morgan USD A/C - NOK,1107840,201901,0
112010,JP Morgan USD A/C - NOK,1107840,201902,0
112010,JP Morgan USD A/C - NOK,1107840,201903,0
112010,JP Morgan USD A/C - NOK,1107840,201904,0
112010,JP Morgan USD A/C - NOK,1107840,201905,0
112010,JP Morgan USD A/C - NOK,1107840,201906,0
112010,JP Morgan USD A/C - SGD,1107842,201501,0
112010,JP Morgan USD A/C - SGD,1107842,201502,0
112010,JP Morgan USD A/C - SGD,1107842,201503,0
112010,JP Morgan USD A/C - SGD,1107842,201504,0
112010,JP Morgan USD A/C - SGD,1107842,201505,0
112010,JP Morgan USD A/C - SGD,1107842,201506,0
112010,JP Morgan USD A/C - SGD,1107842,201507,0
112010,JP Morgan USD A/C - SGD,1107842,201508,0
112010,JP Morgan USD A/C - SGD,1107842,201509,0
112010,JP Morgan USD A/C - SGD,1107842,201510,0
112010,JP Morgan USD A/C - SGD,1107842,201511,0
112010,JP Morgan USD A/C - SGD,1107842,201512,0
112010,JP Morgan USD A/C - SGD,1107842,201601,0
112010,JP Morgan USD A/C - SGD,1107842,201602,0
112010,JP Morgan USD A/C - SGD,1107842,201603,0
112010,JP Morgan USD A/C - SGD,1107842,201604,0
112010,JP Morgan USD A/C - SGD,1107842,201605,0
112010,JP Morgan USD A/C - SGD,1107842,201606,0
112010,JP Morgan USD A/C - SGD,1107842,201607,0
112010,JP Morgan USD A/C - SGD,1107842,201608,0
112010,JP Morgan USD A/C - SGD,1107842,201609,0
112010,JP Morgan USD A/C - SGD,1107842,201610,0
112010,JP Morgan USD A/C - SGD,1107842,201611,0
112010,JP Morgan USD A/C - SGD,1107842,201612,0
112010,JP Morgan USD A/C - SGD,1107842,201701,0
112010,JP Morgan USD A/C - SGD,1107842,201702,0
112010,JP Morgan USD A/C - SGD,1107842,201703,0
112010,JP Morgan USD A/C - SGD,1107842,201704,0
112010,JP Morgan USD A/C - SGD,1107842,201705,0
112010,JP Morgan USD A/C - SGD,1107842,201706,0
112010,JP Morgan USD A/C - SGD,1107842,201707,0
112010,JP Morgan USD A/C - SGD,1107842,201708,0
112010,JP Morgan USD A/C - SGD,1107842,201709,0
112010,JP Morgan USD A/C - SGD,1107842,201710,0
112010,JP Morgan USD A/C - SGD,1107842,201711,0
112010,JP Morgan USD A/C - SGD,1107842,201712,0
112010,JP Morgan USD A/C - SGD,1107842,201801,0
112010,JP Morgan USD A/C - SGD,1107842,201802,0
112010,JP Morgan USD A/C - SGD,1107842,201803,0
112010,JP Morgan USD A/C - SGD,1107842,201804,0
112010,JP Morgan USD A/C - SGD,1107842,201805,0
112010,JP Morgan USD A/C - SGD,1107842,201806,0
112010,JP Morgan USD A/C - SGD,1107842,201807,0
112010,JP Morgan USD A/C - SGD,1107842,201808,0
112010,JP Morgan USD A/C - SGD,1107842,201809,0
112010,JP Morgan USD A/C - SGD,1107842,201810,0
112010,JP Morgan USD A/C - SGD,1107842,201811,0
112010,JP Morgan USD A/C - SGD,1107842,201812,0
112010,JP Morgan USD A/C - SGD,1107842,201901,0
112010,JP Morgan USD A/C - SGD,1107842,201902,0
112010,JP Morgan USD A/C - SGD,1107842,201903,0
112010,JP Morgan USD A/C - SGD,1107842,201904,0
112010,JP Morgan USD A/C - SGD,1107842,201905,0
112010,JP Morgan USD A/C - SGD,1107842,201906,0
112010,JP Morgan - USD,1107978,201501,-46684.26
112010,JP Morgan - USD,1107978,201502,65050.28
112010,JP Morgan - USD,1107978,201503,485790.3
112010,JP Morgan - USD,1107978,201504,1198108.02
112010,JP Morgan - USD,1107978,201505,221000.23
112010,JP Morgan - USD,1107978,201506,799811.82
112010,JP Morgan - USD,1107978,201507,681864.08
112010,JP Morgan - USD,1107978,201508,28362688.53
112010,JP Morgan - USD,1107978,201509,-1011069.93
112010,JP Morgan - USD,1107978,201510,249864.71
112010,JP Morgan - USD,1107978,201511,1114670.14
112010,JP Morgan - USD,1107978,201512,1423610.29
112010,JP Morgan - USD,1107978,201601,-2158004.63
112010,JP Morgan - USD,1107978,201602,78567607.03
112010,JP Morgan - USD,1107978,201603,117761881.2
112010,JP Morgan - USD,1107978,201604,58551034.78
112010,JP Morgan - USD,1107978,201605,78890802.59
112010,JP Morgan - USD,1107978,201606,95316546.23
112010,JP Morgan - USD,1107978,201607,88216159.14
112010,JP Morgan - USD,1107978,201608,106768224.7
112010,JP Morgan - USD,1107978,201609,73970170.95
112010,JP Morgan - USD,1107978,201610,124277251.2
112010,JP Morgan - USD,1107978,201611,-437498459
112010,JP Morgan - USD,1107978,201612,160196190.1
112010,JP Morgan - USD,1107978,201701,115448911.9
112010,JP Morgan - USD,1107978,201702,91268325.95
112010,JP Morgan - USD,1107978,201703,162132584.2
112010,JP Morgan - USD,1107978,201704,146943312.5
112010,JP Morgan - USD,1107978,201705,137380317.3
112010,JP Morgan - USD,1107978,201706,138229343.8
112010,JP Morgan - USD,1107978,201707,-584060772.4
112010,JP Morgan - USD,1107978,201708,68450843.76
112010,JP Morgan - USD,1107978,201709,109060947.1
112010,JP Morgan - USD,1107978,201710,2486625.65
112010,JP Morgan - USD,1107978,201711,96944259.7
112010,JP Morgan - USD,1107978,201712,-15740511.46
112010,JP Morgan - USD,1107978,201801,-620691.92
112010,JP Morgan - USD,1107978,201802,-33669670.52
112010,JP Morgan - USD,1107978,201803,22422234.45
112010,JP Morgan - USD,1107978,201804,12041649.58
112010,JP Morgan - USD,1107978,201805,7026560.41
112010,JP Morgan - USD,1107978,201806,41057556.29
112010,JP Morgan - USD,1107978,201807,17053493.88
112010,JP Morgan - USD,1107978,201808,-77370331.41
112010,JP Morgan - USD,1107978,201809,54369983.37
112010,JP Morgan - USD,1107978,201810,15809707.03
112010,JP Morgan - USD,1107978,201811,60265370.59
112010,JP Morgan - USD,1107978,201812,-51327988.84
112010,JP Morgan - USD,1107978,201901,42293482.35
112010,JP Morgan - USD,1107978,201902,9282323.82
112010,JP Morgan - USD,1107978,201903,-419801.18
112010,JP Morgan - USD,1107978,201904,-45355075.78
112010,JP Morgan - USD,1107978,201905,74180873.28
112010,JP Morgan - USD,1107978,201906,-12976712.13
112010,JP Morgan USD A/C - EUR,1107980,201501,0
112010,JP Morgan USD A/C - EUR,1107980,201502,0
112010,JP Morgan USD A/C - EUR,1107980,201503,0
112010,JP Morgan USD A/C - EUR,1107980,201504,0
112010,JP Morgan USD A/C - EUR,1107980,201505,0
112010,JP Morgan USD A/C - EUR,1107980,201506,0
112010,JP Morgan USD A/C - EUR,1107980,201507,0
112010,JP Morgan USD A/C - EUR,1107980,201508,0
112010,JP Morgan USD A/C - EUR,1107980,201509,0
112010,JP Morgan USD A/C - EUR,1107980,201510,0
112010,JP Morgan USD A/C - EUR,1107980,201511,0
112010,JP Morgan USD A/C - EUR,1107980,201512,0
112010,JP Morgan USD A/C - EUR,1107980,201601,0
112010,JP Morgan USD A/C - EUR,1107980,201602,0
112010,JP Morgan USD A/C - EUR,1107980,201603,0
112010,JP Morgan USD A/C - EUR,1107980,201604,0
112010,JP Morgan USD A/C - EUR,1107980,201605,0
112010,JP Morgan USD A/C - EUR,1107980,201606,0
112010,JP Morgan USD A/C - EUR,1107980,201607,0
112010,JP Morgan USD A/C - EUR,1107980,201608,0
112010,JP Morgan USD A/C - EUR,1107980,201609,0
112010,JP Morgan USD A/C - EUR,1107980,201610,0
112010,JP Morgan USD A/C - EUR,1107980,201611,0
112010,JP Morgan USD A/C - EUR,1107980,201612,0
112010,JP Morgan USD A/C - EUR,1107980,201701,0
112010,JP Morgan USD A/C - EUR,1107980,201702,0
112010,JP Morgan USD A/C - EUR,1107980,201703,0
112010,JP Morgan USD A/C - EUR,1107980,201704,0
112010,JP Morgan USD A/C - EUR,1107980,201705,0
112010,JP Morgan USD A/C - EUR,1107980,201706,0
112010,JP Morgan USD A/C - EUR,1107980,201707,0
112010,JP Morgan USD A/C - EUR,1107980,201708,0
112010,JP Morgan USD A/C - EUR,1107980,201709,0
112010,JP Morgan USD A/C - EUR,1107980,201710,0
112010,JP Morgan USD A/C - EUR,1107980,201711,0
112010,JP Morgan USD A/C - EUR,1107980,201712,0
112010,JP Morgan USD A/C - EUR,1107980,201801,0
112010,JP Morgan USD A/C - EUR,1107980,201802,0
112010,JP Morgan USD A/C - EUR,1107980,201803,0
112010,JP Morgan USD A/C - EUR,1107980,201804,0
112010,JP Morgan USD A/C - EUR,1107980,201805,0
112010,JP Morgan USD A/C - EUR,1107980,201806,0
112010,JP Morgan USD A/C - EUR,1107980,201807,0
112010,JP Morgan USD A/C - EUR,1107980,201808,0
112010,JP Morgan USD A/C - EUR,1107980,201809,0
112010,JP Morgan USD A/C - EUR,1107980,201810,0
112010,JP Morgan USD A/C - EUR,1107980,201811,0
112010,JP Morgan USD A/C - EUR,1107980,201812,0
112010,JP Morgan USD A/C - EUR,1107980,201901,0
112010,JP Morgan USD A/C - EUR,1107980,201902,0
112010,JP Morgan USD A/C - EUR,1107980,201903,0
112010,JP Morgan USD A/C - EUR,1107980,201904,0
112010,JP Morgan USD A/C - EUR,1107980,201905,0
112010,JP Morgan USD A/C - EUR,1107980,201906,0
112010,JP Morgan USD A/C - GBP,1107981,201501,0
112010,JP Morgan USD A/C - GBP,1107981,201502,0
112010,JP Morgan USD A/C - GBP,1107981,201503,0
112010,JP Morgan USD A/C - GBP,1107981,201504,0
112010,JP Morgan USD A/C - GBP,1107981,201505,0
112010,JP Morgan USD A/C - GBP,1107981,201506,0
112010,JP Morgan USD A/C - GBP,1107981,201507,0
112010,JP Morgan USD A/C - GBP,1107981,201508,0
112010,JP Morgan USD A/C - GBP,1107981,201509,0
112010,JP Morgan USD A/C - GBP,1107981,201510,436426.09
112010,JP Morgan USD A/C - GBP,1107981,201511,-434533.9
112010,JP Morgan USD A/C - GBP,1107981,201512,0
112010,JP Morgan USD A/C - GBP,1107981,201601,9308.69
112010,JP Morgan USD A/C - GBP,1107981,201602,-14179.24
112010,JP Morgan USD A/C - GBP,1107981,201603,-38115.37
112010,JP Morgan USD A/C - GBP,1107981,201604,3441.01
112010,JP Morgan USD A/C - GBP,1107981,201605,-927.3
112010,JP Morgan USD A/C - GBP,1107981,201606,0
112010,JP Morgan USD A/C - GBP,1107981,201607,0
112010,JP Morgan USD A/C - GBP,1107981,201608,7364.91
112010,JP Morgan USD A/C - GBP,1107981,201609,-9443.29
112010,JP Morgan USD A/C - GBP,1107981,201610,-1324.74
112010,JP Morgan USD A/C - GBP,1107981,201611,0
112010,JP Morgan USD A/C - GBP,1107981,201612,0
112010,JP Morgan USD A/C - GBP,1107981,201701,89.45
112010,JP Morgan USD A/C - GBP,1107981,201702,0
112010,JP Morgan USD A/C - GBP,1107981,201703,0
112010,JP Morgan USD A/C - GBP,1107981,201704,0
112010,JP Morgan USD A/C - GBP,1107981,201705,0
112010,JP Morgan USD A/C - GBP,1107981,201706,0
112010,JP Morgan USD A/C - GBP,1107981,201707,0
112010,JP Morgan USD A/C - GBP,1107981,201708,0
112010,JP Morgan USD A/C - GBP,1107981,201709,0
112010,JP Morgan USD A/C - GBP,1107981,201710,0
112010,JP Morgan USD A/C - GBP,1107981,201711,0
112010,JP Morgan USD A/C - GBP,1107981,201712,0
112010,JP Morgan USD A/C - GBP,1107981,201801,0
112010,JP Morgan USD A/C - GBP,1107981,201802,0
112010,JP Morgan USD A/C - GBP,1107981,201803,0
112010,JP Morgan USD A/C - GBP,1107981,201804,0
112010,JP Morgan USD A/C - GBP,1107981,201805,0
112010,JP Morgan USD A/C - GBP,1107981,201806,0
112010,JP Morgan USD A/C - GBP,1107981,201807,0
112010,JP Morgan USD A/C - GBP,1107981,201808,0
112010,JP Morgan USD A/C - GBP,1107981,201809,0
112010,JP Morgan USD A/C - GBP,1107981,201810,0
112010,JP Morgan USD A/C - GBP,1107981,201811,0
112010,JP Morgan USD A/C - GBP,1107981,201812,0
112010,JP Morgan USD A/C - GBP,1107981,201901,0
112010,JP Morgan USD A/C - GBP,1107981,201902,0
112010,JP Morgan USD A/C - GBP,1107981,201903,0
112010,JP Morgan USD A/C - GBP,1107981,201904,0
112010,JP Morgan USD A/C - GBP,1107981,201905,0
112010,JP Morgan USD A/C - GBP,1107981,201906,0
112010,JP Morgan USD A/C - JPY,1107982,201501,0
112010,JP Morgan USD A/C - JPY,1107982,201502,0
112010,JP Morgan USD A/C - JPY,1107982,201503,0
112010,JP Morgan USD A/C - JPY,1107982,201504,0
112010,JP Morgan USD A/C - JPY,1107982,201505,0
112010,JP Morgan USD A/C - JPY,1107982,201506,0
112010,JP Morgan USD A/C - JPY,1107982,201507,0
112010,JP Morgan USD A/C - JPY,1107982,201508,0
112010,JP Morgan USD A/C - JPY,1107982,201509,0
112010,JP Morgan USD A/C - JPY,1107982,201510,0
112010,JP Morgan USD A/C - JPY,1107982,201511,0
112010,JP Morgan USD A/C - JPY,1107982,201512,0
112010,JP Morgan USD A/C - JPY,1107982,201601,0
112010,JP Morgan USD A/C - JPY,1107982,201602,0
112010,JP Morgan USD A/C - JPY,1107982,201603,0
112010,JP Morgan USD A/C - JPY,1107982,201604,0
112010,JP Morgan USD A/C - JPY,1107982,201605,0
112010,JP Morgan USD A/C - JPY,1107982,201606,0
112010,JP Morgan USD A/C - JPY,1107982,201607,0
112010,JP Morgan USD A/C - JPY,1107982,201608,0
112010,JP Morgan USD A/C - JPY,1107982,201609,0
112010,JP Morgan USD A/C - JPY,1107982,201610,0
112010,JP Morgan USD A/C - JPY,1107982,201611,0
112010,JP Morgan USD A/C - JPY,1107982,201612,0
112010,JP Morgan USD A/C - JPY,1107982,201701,0
112010,JP Morgan USD A/C - JPY,1107982,201702,0
112010,JP Morgan USD A/C - JPY,1107982,201703,0
112010,JP Morgan USD A/C - JPY,1107982,201704,0
112010,JP Morgan USD A/C - JPY,1107982,201705,0
112010,JP Morgan USD A/C - JPY,1107982,201706,0
112010,JP Morgan USD A/C - JPY,1107982,201707,0
112010,JP Morgan USD A/C - JPY,1107982,201708,0
112010,JP Morgan USD A/C - JPY,1107982,201709,0
112010,JP Morgan USD A/C - JPY,1107982,201710,0
112010,JP Morgan USD A/C - JPY,1107982,201711,0
112010,JP Morgan USD A/C - JPY,1107982,201712,0
112010,JP Morgan USD A/C - JPY,1107982,201801,0
112010,JP Morgan USD A/C - JPY,1107982,201802,0
